"incident_num","date_time","day_of_week","address_number_primary","address_dir_primary","address_road_primary","address_sfx_primary","address_dir_intersecting","address_road_intersecting","address_sfx_intersecting","call_type","disposition","beat","priority"
"E23010016281","2023-01-12 15:48:31","5","1500","","COMMERCIAL","ST","","","","FOOT","O","521","3"
"E23010016282","2023-01-12 15:49:08","5","1600","","INDIA","ST","","","","245","R","528","1"
"E23010016283","2023-01-12 15:49:11","5","17000","","CAMINO DEL SUR","","","","","SELENF","K","937","3"
"E23010016284","2023-01-12 15:49:52","5","1400","","HOLLISTER","ST","","","","T","O","722","2"
"E23010016286","2023-01-12 15:52:31","5","6500","","EL CAJON","BLV","","","","20002R","DUP","821","3"
"E23010016287","2023-01-12 15:53:30","5","1200","","IMPERIAL","AVE","","","","415","K","541","2"
"E23010016288","2023-01-12 15:54:25","5","0","","54TH","ST","","LAUREL","","1183","A","451","0"
"E23010016289","2023-01-12 15:55:34","5","0","","14TH","ST","","","","CW","K","521","1"
"E23010016290","2023-01-12 15:56:30","5","1400","","HERITAGE","RD","","","","T","O","713","2"
"E23010016291","2023-01-12 15:56:32","5","5600","","COPLEY","DR","","","","459A","K","313","3"
"E23010016292","2023-01-12 15:57:06","5","1000","","C","ST","","","","5150","K","524","2"
"E23010016293","2023-01-12 15:57:11","5","0","","14TH","ST","","","","CW","CAN","521","1"
"E23010016294","2023-01-12 15:57:14","5","5000","","NEWPORT","AVE","","","","FOOT","O","614","3"
"E23010016295","2023-01-12 15:58:43","5","1400","","01ST","AVE","","","","1185","O","526","3"
"E23010016296","2023-01-12 15:58:49","5","9500","","GILMAN","DR","","","","314R","R","126","2"
"E23010016297","2023-01-12 15:58:57","5","3800","","SWIFT","AVE","","","","415","K","839","2"
"E23010016298","2023-01-12 15:58:58","5","4000","","UDALL","ST","","","","SELENF","K","613","3"
"E23010016299","2023-01-12 15:59:03","5","15800","","TRENT","PL","","","","CC","K","937","3"
"E23010016300","2023-01-12 15:59:32","5","4800","","JARRETT","CT","","","","211R","R","446","3"
"E23010016301","2023-01-12 16:02:06","5","100","","MAIN (SB)","ST","","","","CCCC","K","712","4"
"E23010016302","2023-01-12 16:02:37","5","5800","","DEL MAR HEIGHTS","RD","","","","MPSSTP","K","934","2"
"E23010016303","2023-01-12 16:02:40","5","300","","05TH","AVE","","","","20002","R","523","1"
"E23010016304","2023-01-12 16:03:35","5","0","","CAMINO DE LA PLAZA","","","CAMIONES","","SELENF","O","714","3"
"E23010016305","2023-01-12 16:03:45","5","0","","AREA SGT","","","","","1021","K","-1","3"
"E23010016306","2023-01-12 16:03:49","5","5500","","STRESEMANN","ST","","","","T","O","115","2"
"E23010016307","2023-01-12 16:05:32","5","1500","","05TH","AVE","","","","1185","O","526","3"
"E23010016309","2023-01-12 16:06:36","5","11400","","HADAR","DR","","","","415V","CAN","242","1"
"E23010016310","2023-01-12 16:07:24","5","200","","05TH","AVE","","","","911","CAN","521","1"
"E23010016311","2023-01-12 16:07:49","5","0","","MARKET","ST","","51ST","","AU1171","W","431","1"
"E23010016312","2023-01-12 16:08:02","5","3600","","HANCOCK","ST","","","","10851R","S","611","2"
"E23010016313","2023-01-12 16:09:13","5","2100","","VENICE","ST","","","","SELENF","K","613","3"
"E23010016314","2023-01-12 16:10:26","5","7700","","MISSION GORGE","RD","","","","PLATE","R","325","2"
"E23010016315","2023-01-12 16:10:27","5","1800","","WEST MISSION BAY","DR","","","","T","O","123","2"
"E23010016316","2023-01-12 16:10:53","5","0","","56TH","ST","","MEADE","","AU2","W","822","2"
"E23010016317","2023-01-12 16:11:59","5","2500","","IMPERIAL","AVE","","","","FU","O","512","2"
"E23010016318","2023-01-12 16:12:33","5","12000","","WORLD TRADE","DR","","","","FU","K","232","2"
"E23010016319","2023-01-12 16:13:15","5","800","","BEYER","WAY","","","","T","O","723","2"
"E23010016320","2023-01-12 16:13:30","5","0","","INTERSTATE 905 WB","","","CALIENTE","","T","O","713","2"
"E23010016321","2023-01-12 16:15:58","5","200","","EUCLID","AVE","","","","CW","K","446","1"
"E23010016322","2023-01-12 16:16:13","5","2200","","HOTEL CIRCLE NORTH","","","","","INFO","DUP","623","2"
"E23010016323","2023-01-12 16:17:04","5","3400","","KENYON","ST","","","","5150","K","611","2"
"E23010016324","2023-01-12 16:17:57","5","5800","","MISSION GORGE","RD","","","","415V","K","321","1"
"E23010016325","2023-01-12 16:18:43","5","900","","26TH","ST","","","","CC","K","517","3"
"E23010016327","2023-01-12 16:20:21","5","1800","","HOTEL CIRCLE SOUTH","","","","","1130","W","623","1"
"E23010016328","2023-01-12 16:21:57","5","12900","","FERNCREST","PL","","","","FU","K","232","2"
"E23010016329","2023-01-12 16:22:52","5","1000","","EMERALD","ST","","","","CW","K","122","1"
"E23010016330","2023-01-12 16:23:01","5","800","","BEYER","WAY","","","","415V","K","723","1"
"E23010016331","2023-01-12 16:23:43","5","1500","","ORO VISTA","RD","","","","10851R","S","722","2"
"E23010016332","2023-01-12 16:23:48","5","1700","","NATIONAL","AVE","","","","415","A","511","2"
"E23010016333","2023-01-12 16:25:08","5","4400","","HOME","AVE","","","","AU1","W","447","1"
"E23010016334","2023-01-12 16:25:17","5","4000","","MARINE VIEW","AVE","","","","CW","O","443","1"
"E23010016335","2023-01-12 16:25:17","5","200","E","SAN YSIDRO","BLV","","","","415","O","712","2"
"E23010016336","2023-01-12 16:26:10","5","4300","","LA JOLLA VILLAGE","DR","","","","1016","A","115","2"
"E23010016337","2023-01-12 16:27:00","5","3000","","MIDWAY","DR","","","","SELENF","A","611","3"
"E23010016338","2023-01-12 16:27:16","5","5300","","OCEAN VIEW HILLS","PKY","","","","T","O","725","2"
"E23010016339","2023-01-12 16:27:32","5","4500","","COLLEGE","AVE","","","","415N","K","822","3"
"E23010016340","2023-01-12 16:28:23","5","8800","","LA CAMESA","ST","","","","1131A","CAN","233","1"
"E23010016341","2023-01-12 16:29:56","5","4000","","HILLTOP","DR","","","","415V","K","444","1"
"E23010016342","2023-01-12 16:30:04","5","1200","","05TH","AVE","","","","211A","K","524","1"
"E23010016343","2023-01-12 16:30:13","5","5400","","SAN ONOFRE","TER","","","","415","K","432","2"
"E23010016344","2023-01-12 16:31:11","5","0","","GILMARTIN","DR","","PARADISE VALLEY","","HZRD","K","438","1"
"E23010016345","2023-01-12 16:31:28","5","5000","","LOTUS","ST","","","","10851R","R","614","2"
"E23010016346","2023-01-12 16:31:46","5","6800","","CLAIREMONT MESA","BLV","","","","T","K","313","2"
"E23010016347","2023-01-12 16:31:51","5","1100","","C","ST","","","","1140OD","K","521","0"
"E23010016348","2023-01-12 16:32:13","5","1000","","B","ST","","","","10852R","R","524","3"
"E23010016349","2023-01-12 16:32:25","5","3200","","MARINERS","WAY","","","","MPSSTP","R","121","2"
"E23010016350","2023-01-12 16:33:02","5","0","","HOLLISTER","ST","","PALM (SB)","","CW","A","724","1"
"E23010016351","2023-01-12 16:33:05","5","13400","","EVENING CREEK","DR","","","","FU","K","231","2"
"E23010016352","2023-01-12 16:34:02","5","100","","16TH","ST","","","","1140OD","K","521","0"
"E23010016353","2023-01-12 16:34:32","5","9300","","REAGAN","RD","","","","10851E","K","242","3"
"E23010016354","2023-01-12 16:34:48","5","4900","","SANTA CRUZ","AVE","","","","SELENF","K","614","3"
"E23010016355","2023-01-12 16:36:52","5","100","","16TH","ST","","","","1140OD","DUP","521","0"
"E23010016356","2023-01-12 16:38:32","5","5200","","GENESEE","AVE","","","","T","K","114","2"
"E23010016358","2023-01-12 16:38:54","5","1000","","PARK","BLV","","","","415V","K","521","1"
"E23010016359","2023-01-12 16:38:56","5","0","","49TH","ST","","EL CAJON","","1140OD","K","826","0"
"E23010016360","2023-01-12 16:39:24","5","0","","PARK","BLV","","UNIVERSITY","","911","K","627","1"
"E23010016362","2023-01-12 16:41:03","5","3800","","CAMINO DEL RIO WEST","","","","","T","K","611","2"
"E23010016363","2023-01-12 16:41:38","5","1500","","IMPERIAL","AVE","","","","5150","K","521","2"
"E23010016364","2023-01-12 16:41:56","5","3800","","BROADWAY","","","","","488","K","444","2"
"E23010016365","2023-01-12 16:42:13","5","5400","","NORWICH","ST","","","","415W","K","114","0"
"E23010016366","2023-01-12 16:42:28","5","0","","EL CAJON","BLV","","39TH","","T","O","838","2"
"E23010016367","2023-01-12 16:42:40","5","0","","B","ST","","16TH","","1166","K","521","2"
"E23010016368","2023-01-12 16:42:52","5","1700","","BACON","ST","","","","SELENF","K","614","3"
"E23010016369","2023-01-12 16:43:26","5","2600","","J","ST","","","","5150","K","515","2"
"E23010016370","2023-01-12 16:45:13","5","14300","","LA HARINA","CT","","","","459R","R","233","3"
"E23010016371","2023-01-12 16:45:56","5","11400","","CORLEY","CT","","","","SELENF","K","242","3"
"E23010016372","2023-01-12 16:46:07","5","700","","PACIFIC","HWY","","","","HZRD","K","522","1"
"E23010016373","2023-01-12 16:46:49","5","1400","","FIESTA ISLAND","RD","","","","SELENF","CAN","123","3"
"E23010016374","2023-01-12 16:48:01","5","0","","11TH","AVE","","G","","1166","K","521","2"
"E23010016375","2023-01-12 16:48:20","5","12800","","SABRE SPRINGS","PKY","","","","FU","K","231","2"
"E23010016376","2023-01-12 16:49:25","5","4500","","INGRAHAM","ST","","","","1182","K","122","2"
"E23010016377","2023-01-12 16:49:55","5","100","","16TH","ST","","","","1140OD","K","521","0"
"E23010016378","2023-01-12 16:50:02","5","4900","","NEWPORT","AVE","","","","SELENF","K","614","3"
"E23010016379","2023-01-12 16:50:48","5","100","","CENTER","ST","","","","FD","R","712","2"
"E23010016380","2023-01-12 16:50:49","5","0","","OCEAN VIEW","BLV","","33RD","","1183","K","512","0"
"E23010016381","2023-01-12 16:52:00","5","4300","","MYRTLE","AVE","","","","415V","K","833","1"
"E23010016382","2023-01-12 16:52:11","5","2100","","STATION VILLAGE","WAY","","","","CCCC","K","315","4"
"E23010016383","2023-01-12 16:52:34","5","3000","","BROADWAY","","","","","20002R","K","517","3"
"E23010016385","2023-01-12 16:53:04","5","0","","UNIVERSITY","AVE","","41ST","","T","R","832","2"
"E23010016386","2023-01-12 16:53:37","5","4600","","55TH","ST","","","","1171","K","326","1"
"E23010016387","2023-01-12 16:54:37","5","8200","","GENESEE","AVE","","","","T","O","115","2"
"E23010016388","2023-01-12 16:54:41","5","600","","15TH","ST","","","","459A","CAN","521","3"
"E23010016389","2023-01-12 16:55:32","5","3200","","WEBSTER","AVE","","","","FU","K","512","2"
"E23010016390","2023-01-12 16:55:54","5","3800","","54TH","ST","","","","T","K","827","2"
"E23010016391","2023-01-12 16:56:20","5","4300","","49TH","ST","","","","AU23152","K","826","2"
"E23010016392","2023-01-12 16:57:32","5","4700","","COLLEGE","AVE","","","","586","K","326","4"
"E23010016393","2023-01-12 16:57:35","5","2500","","IMPERIAL","AVE","","","","602","K","512","2"
"E23010016394","2023-01-12 16:57:49","5","1300","","PICADOR","BLV","","","","T","O","723","2"
"E23010016395","2023-01-12 16:58:15","5","12200","","SABRE SPRINGS","PKY","","","","FU","K","231","2"
"E23010016396","2023-01-12 16:58:20","5","0","","CASS","ST","","GARNET","","1183","K","122","0"
"E23010016397","2023-01-12 16:58:22","5","1400","","MISSOURI","ST","","","","459A","K","122","2"
"E23010016398","2023-01-12 16:58:45","5","4900","","SHAWLINE","ST","","","","417","K","313","0"
"E23010016399","2023-01-12 16:58:47","5","1300","S","28TH","ST","","","","5150","CAN","511","2"
"E23010016400","2023-01-12 16:59:03","5","5000","","BILTMORE","ST","","","","MPSSTP","O","114","2"
"E23010016401","2023-01-12 16:59:25","5","3700","","NATIONAL","AVE","","","","242R","K","442","3"
"E23010016402","2023-01-12 17:00:30","5","5100","","LA JOLLA","BLV","","","","11-8","U","122","0"
"E23010016404","2023-01-12 17:02:00","5","0","","MARLBOROUGH","AVE","","EL CAJON","","T","K","832","2"
"E23010016405","2023-01-12 17:02:48","5","4700","","OLIVE","ST","","","","586","K","447","4"
"E23010016406","2023-01-12 17:03:00","5","0","","REO","DR","","CUMBERLAND","","1183","R","438","0"
"E23010016407","2023-01-12 17:04:18","5","5100","","MURPHY CANYON","RD","","","","MPSSTP","O","313","2"
"E23010016408","2023-01-12 17:04:33","5","6700","","MEZIN","WAY","","","","415PP","K","436","2"
"E23010016409","2023-01-12 17:05:48","5","4500","","ORANGE","AVE","","","","T","O","831","2"
"E23010016410","2023-01-12 17:06:12","5","1900","","OLIVE","AVE","","","","CW","K","438","1"
"E23010016411","2023-01-12 17:07:24","5","5000","","CAPE MAY","AVE","","","","SELENF","K","614","3"
"E23010016412","2023-01-12 17:07:53","5","8500","","RIO SAN DIEGO","DR","","","","488","K","315","2"
"E23010016413","2023-01-12 17:08:53","5","12200","","WICKERBAY","CV","","","","FU","K","231","2"
"E23010016414","2023-01-12 17:08:56","5","0","","EUCLID","AVE","","","","CW","K","824","1"
"E23010016415","2023-01-12 17:09:01","5","2000","","MONTCLIFF","RD","","","","5150","K","437","2"
"E23010016416","2023-01-12 17:10:33","5","1100","","30TH (SB)","ST","","","","415V","K","723","1"
"E23010016417","2023-01-12 17:12:23","5","0","","CONVOY","","","SR-52 EB OFF RAMP","","AU1171","W","313","1"
"E23010016418","2023-01-12 17:12:40","5","3700","","MERRIMAC","AVE","","","","MPSSTP","O","114","2"
"E23010016419","2023-01-12 17:12:44","5","0","","HIGHLAND","AVE","","DIVISION","","T","O","443","2"
"E23010016420","2023-01-12 17:13:28","5","7000","","FRIARS","RD","","","","FU","R","623","2"
"E23010016421","2023-01-12 17:13:37","5","5200","","GAINES","ST","","","","1186","O","622","3"
"E23010016422","2023-01-12 17:13:45","5","4300","","03RD","AVE","","","","459C","O","627","2"
"E23010016423","2023-01-12 17:14:15","5","0","","STATE ROUTE 56 WB","","","CARMEL VALLEY","","T","K","934","2"
"E23010016424","2023-01-12 17:14:31","5","4300","","NOBEL","DR","","","","MPSSTP","O","115","2"
"E23010016425","2023-01-12 17:14:47","5","700","","VENTURA","PL","","","","FD","K","121","2"
"E23010016426","2023-01-12 17:14:48","5","3400","","CASTLE GLEN","DR","","","","DC-S","R","311","2"
"E23010016427","2023-01-12 17:14:59","5","7600","","FAMILY","CIR","","","","911","K","621","1"
"E23010016429","2023-01-12 17:18:20","5","9400","","CLAIREMONT MESA","BLV","","","","MPSSTP","O","313","2"
"E23010016430","2023-01-12 17:19:35","5","100","","SAN JACINTO","DR","","","","415","K","432","2"
"E23010016431","2023-01-12 17:20:19","5","0","","STREAMVIEW","DR","","MINA","","415N","K","827","3"
"E23010016432","2023-01-12 17:20:55","5","7000","","CLAIREMONT MESA","BLV","","","","1185","R","313","3"
"E23010016433","2023-01-12 17:21:01","5","8900","","TAURUS","PL","","","","5150","K","242","2"
"E23010016434","2023-01-12 17:21:12","5","2200","","PLAZA","BLV","","","","AU10851","W","-1","2"
"E23010016435","2023-01-12 17:21:18","5","1100","","HOLLISTER","ST","","","","T","O","722","2"
"E23010016436","2023-01-12 17:22:04","5","2700","","OTAY PACIFIC","DR","","","","AU23103","W","713","2"
"E23010016437","2023-01-12 17:22:59","5","4800","","PENROSE","CT","","","","FU","K","116","2"
"E23010016438","2023-01-12 17:23:17","5","0","","14TH","ST","","MARKET","","1166","DUP","521","2"
"E23010016439","2023-01-12 17:23:40","5","2700","","PRESIDIO","DR","","","","10852C","K","625","2"
"E23010016440","2023-01-12 17:24:47","5","0","","G","ST","","16TH","","1166","DUP","521","2"
"E23010016441","2023-01-12 17:25:21","5","0","","PALM (SB)","AVE","","PICCARD","","1183","R","723","0"
"E23010016442","2023-01-12 17:25:35","5","100","","ELM","ST","","","","FU","O","529","2"
"E23010016443","2023-01-12 17:25:39","5","4000","","HANCOCK","ST","","","","459R","K","611","3"
"E23010016444","2023-01-12 17:25:43","5","4400","","BANNOCK","AVE","","","","1171","K","114","1"
"E23010016445","2023-01-12 17:26:02","5","600","E","SAN YSIDRO","BLV","","","","AU2","W","712","2"
"E23010016446","2023-01-12 17:26:03","5","8500","","NEW SALEM","ST","","","","586","K","242","4"
"E23010016447","2023-01-12 17:26:31","5","7600","","HAZARD CENTER","DR","","","","1151","O","315","2"
"E23010016449","2023-01-12 17:29:26","5","1400","S","40TH","ST","","","","415PP","K","442","2"
"E23010016450","2023-01-12 17:29:40","5","5300","","STREAMVIEW","DR","","","","SLEEPER","K","827","3"
"E23010016451","2023-01-12 17:30:51","5","0","","LINDA VISTA","RD","","MESA COLLEGE","","23103","K","111","2"
"E23010016452","2023-01-12 17:30:54","5","0","","13TH","ST","","PALM","","CW","CAN","721","1"
"E23010016453","2023-01-12 17:31:08","5","4000","","54TH","ST","","","","INFO","W","822","2"
"E23010016454","2023-01-12 17:31:51","5","4200","","CAMINO DE LA PLAZA","","","","","242","K","712","1"
"E23010016455","2023-01-12 17:32:06","5","0","","MAIN (SB)","ST","","I-5","","AU23103","W","721","2"
"E23010016456","2023-01-12 17:32:19","5","0","S","42ND","ST","","DIVISION","","T","CAN","443","2"
"E23010016457","2023-01-12 17:32:55","5","7700","","REGENTS","RD","","","","415","K","115","2"
"E23010016458","2023-01-12 17:34:28","5","4300","","LA JOLLA VILLAGE","DR","","","","488R","R","115","3"
"E23010016459","2023-01-12 17:34:43","5","4300","","LANDIS","ST","","","","1186","K","834","3"
"E23010016460","2023-01-12 17:35:14","5","3800","","08TH","AVE","","","","T","K","627","2"
"E23010016461","2023-01-12 17:36:34","5","1000","","FELSPAR","ST","","","","586","K","122","2"
"E23010016462","2023-01-12 17:37:20","5","5000","","CLAIREMONT MESA","BLV","","","","T","O","114","2"
"E23010016463","2023-01-12 17:37:38","5","2100","","NEWTON","AVE","","","","10851","R","511","1"
"E23010016464","2023-01-12 17:37:42","5","4000","","ALPHA","ST","","","","T","K","442","2"
"E23010016466","2023-01-12 17:39:03","5","4000","","54TH","ST","","","","415","K","822","2"
"E23010016467","2023-01-12 17:40:29","5","9000","","MIRAMAR","RD","","","","1153","K","243","2"
"E23010016468","2023-01-12 17:42:17","5","1700","","IMPERIAL","AVE","","","","417","R","521","0"
"E23010016469","2023-01-12 17:42:36","5","9900","","WALDGROVE","PL","","","","415PP","CAN","241","2"
"E23010016470","2023-01-12 17:42:52","5","0","","PARK","BLV","","MARKET","","11-8","K","521","0"
"E23010016471","2023-01-12 17:43:33","5","1400","","MISSOURI","ST","","","","1185","R","122","3"
"E23010016472","2023-01-12 17:44:07","5","0","","GENESEE","AVE","","DERRICK","","415","K","112","2"
"E23010016473","2023-01-12 17:46:37","5","1900","","47TH","ST","","","","1153","K","447","2"
"E23010016474","2023-01-12 17:47:02","5","8700","","GENESEE","AVE","","","","T","O","115","2"
"E23010016475","2023-01-12 17:47:03","5","0","","EL CAJON","BLV","","36TH","","T","O","838","2"
"E23010016476","2023-01-12 17:47:32","5","1900","","GARNET","AVE","","","","211A","U","122","1"
"E23010016477","2023-01-12 17:49:38","5","0","","G","ST","","16TH","","1166","DUP","521","2"
